text,images,videos,gender
"With his wicket-taking during the 3rd T20I against the USA, Shakib Al Hasan became the first player in the history of international cricket to achieve the double milestone of 14,000+ runs and 700 wickets.
মার্কিন যুক্তরাষ্ট্রর বিরুদ্ধে ৩য় টিটোয়েন্টিতে তার উইকেট নেওয়ার মাধ্যমে, সাকিব আল হাসান আন্তর্জাতিক ক্রিকেটের ইতিহাসে প্রথম খেলোয়াড় হিসেবে ১৪,০০০+ রান এবং ৭০০ উইকেটের ডাবল মাইলফলক অর্জন করলেন।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/445204240_1008356787310247_2563881721996992496_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sE4HhsOlJ6gQ7kNvgEBpXnh&_nc_ht=scontent.fird1-1.fna&oh=00_AYDdN3D23DQycTPD6S1o5NzZ5gQ63WksbWJRUZvMNt44WA&oe=666F5EE7'],[],m
"গলি ক্রিকেটে নাকি ছক্কা মেরে আমার বল তক্তা বানায় ফেলতেন জায়েদ ভাই! আর এখন এসেছেন রিচার্জ অফারের আরেক গল্প বলতে। কিভাবে ঠেকালাম দেখে নিন সেটা।
মেগা অফারের বিস্তারিত
 https://nagad.io/q4x",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/3661382977442560/?__cft__[0]=AZWSLmKl9xBub1BUI80bdSl6LauxOgnNfUo0PIzrduIZapgLCkwZanNnX3I351VV7QWky3W6wLyfCVv1BVAlcj19zKTeieaBAfLwRJ_JaS177OGQt1LWmipFiZYcGkiVw6OgsF9E67keS6qYRuEYNwgSnJKniKFG0skRK5aio4RzgS2VKJGx_4-noiaKbyGLXdeY3hoJPbIcykO7laOpNayEcJjW8-1dwulOe4AIDlivPQ&__tn__=%2B%3FFH-R'],m
"With the first match going to the hosts, the Tigers are eager to come back much stronger when they take on the USA in the second T20I of the series.
প্রথম ম্যাচটি স্বাগতিকদের পক্ষে যাওয়ার পর টাইগাররা এখন সিরিজের দ্বিতীয় টি-টোয়েন্টিতে মার্কিন যুক্তরাষ্ট্রের বিপক্ষে আরও শক্তিশালী হয়ে ফিরে আসতে অধীর।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/444924094_1006653097480616_3880136396461685614_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3NwyLmZaTFkQ7kNvgFdfiF0&_nc_ht=scontent.fird1-1.fna&oh=00_AYDxV3NQPDyxKPKpj1Ffsh8iDgUCvfnuQOwA3E3GDMgDmA&oe=666F4ACB'],[],m
"বহুদিন পর সিএনজিতে চড়লাম। সিএনজি'র চালক আকিজ ভাইকে সারপ্রাইজ দিয়ে, সবশেষে তাঁর হাতেই তুলে দিলাম জমির দলিল। ৩ জনের দল খুলে, নগদ লেনদেনে আকিজ ভাই ও তাঁর ২ বন্ধু মিলে জিতে নিয়েছেন জমি। বিজয়ীদের আমার পক্ষ থেকে অভিনন্দন।
আকিজ ভাইয়ের মতো, আপনিও জিতে নিতে পারেন ঢাকায় জমি। থাকছে ১০০% পর্যন্ত ক্যাশব্যাক আর গাড়িসহ ২০ কোটি টাকার পুরস্কার। 
মেগা অফারের বিস্তারিত
 https://nagad.io/q4x",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1071284643965295/?__cft__[0]=AZX86Ul5iDkm1gDHNtEargHROsJsp2idC3YwtHRUZ3kEuSatXwbDIooKR-CtldeaY-eL-hKj5jj77r1fOZk0eX8kPL-YUdR_nFLLQymrBeEAtcdcZfCsyRO8zNjLnf3J-MxVRejAH7WKiM5GOMw2s2_b9Fa7a7xrt38KXhBRGkHkd-APr3IXT0zm37fSQMCR7kNJk2VDoJcoRCPTIK5o3_-PV6eSPH1b0ppdrwdXWnnfyQ&__tn__=%2B%3FFH-R'],m
"#RemitChoiceLimited
#SAH75",[],['https://www.facebook.com/RemitChoice/videos/1764148247328958/?__cft__[0]=AZWp4Pkw2koQ3e7rXryU8gYTrBy8yFwQc-EXdRpQdH2d-f4Gv35rc6L1Jp-N9nsdCjwvAdL5CV19CZkpCR8bVojvb-6xV5Th57R4BMqz76hWMrZlci7gs8FzD7OvI_OooofA6AmNx6k4fzLLASOycugfGc-GkXE7BQ3gtloRQqys2Q_1O02Ba4c7BN1OIPWA6it7L_gdrXaRMkYZmEgoSDHhOXfmzmIeDhL_hMHld4iqqS6bYI5ViltiQUribZIERPI&__tn__=%2B%3FFH-y-R'],m
"The Tigers are all geared up for the inaugural T20I series against the USA at Houston!
টাইগাররা হিউস্টনে মার্কিন যুক্তরাষ্ট্রের বিরুদ্ধে উদ্বোধনী টি-টোয়েন্টি সিরিজের জন্য প্রস্তুত!
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/444500369_1005762370903022_6657091585862434745_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=PkmlTxPtx0kQ7kNvgGDuu_E&_nc_ht=scontent.fird1-1.fna&oh=00_AYDhsrUamADRUUpwt87aYF7mD6Rg8rbQUkNH07vgRV3whQ&oe=666F47D7'],[],m
https://www.instagram.com/p/C7EkyyhBSSP/?igsh=MTFzNTQweWtwZDRzOQ==,[],[],m
"সাকিব আল হাসান একবার শুরু করেছে আর শেষ করেনি। কারণ, হ্যাজেলনাট কোটিং আর ক্রিস্পি চিপসের ক্রাঞ্চি স্বাদে জা এন জি ইউরেকা এবং টফি কোটিং আর ক্রিস্পি চিপসের মাঞ্চি স্বাদে জা এন জি এপিক। একবার শুরু হলে শেষ হবে না, এপিক ইউরেকা ছাড়া থাকা যাবে না।
#ZanZee #Epic #Eureka #SAH",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/425908976969557/?__cft__[0]=AZX4t8fVcCfjmvhEXyMf0j4uhOESZj0-JZHflzQVy47ShiuKU1E6iAPpmA8DCULar8qGY70NpttjFqefCqODXUtwKkTZsv0kG1JbRacIp6VcRraFb_S-nowYoAKDdC5jFjTjgqmqUvdRzE4XKPf58GacuvlPMifYm_ZWWRmv0sW9P2UwzxIrUJD3cgc0dpLkqofMrEReLKsWeKjTlyySAWdnXVt_BX_wLsnODaNO3B8ZPQ&__tn__=%2B%3FFH-R'],m
gettin' ready for the world cup,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/442501210_1002152021264057_5331658809169755976_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=s2NsNyxm6RgQ7kNvgHzPDiF&_nc_ht=scontent.fird1-1.fna&oh=00_AYAvhpFy7Hf4x83ohGcklyKYU8yVJNckZPY9gGkG2iaYkg&oe=666F5F37'],[],m
জা এন জি আইসক্রিমের শুটিং করছি। ডিরেক্টরকে বলে দিয়েছি বেশি সময় দিতে পারবো না।,['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/441605331_1001470067998919_5650150611466319752_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yGEguYAJmPQQ7kNvgHu7qR1&_nc_ht=scontent.fird1-1.fna&oh=00_AYA9axaGcj3QNtpcZAwOeIGha3rIKMS-kRixK_AGFtpa9w&oe=666F3EF9'],[],m
"চারদিকে নানা অফারের ফাঁদ থাকলেও সবচেয়ে বড় অফার কিন্তু শুধু নগদের অ্যাড মানিতেই!
মেগা অফারের বিস্তারিত
 https://nagad.io/q4x",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/807019821580543/?__cft__[0]=AZVOT6gypQRvUL8BIC0hnR0urCKfvQ8NTHpIpMnmIN2xn2PLU4gwYTPfdXfPrJhN6XFU8boWyZYT1xM54sYcKVKkEyvRKFmflEwIwgdRG-xsVxfo3gXFF0G4xuNAB0G0pFcAu5r9hUs7FKcRVY2EdIA2ZspWmBBSMwDqWvwtwpMo4GcVRth6eIAtORwO-64OVjxVRLBzRNY25G6buCcbJlmedCHmK4b4SJrTiYmLmaZeZA&__tn__=%2B%3FFH-R'],m
"It will be important for the Tigers to keep the winning momentum up when they take the Proteas on in the second group-stage match in New York.
নিউইয়র্কে গ্রুপ পর্বের দ্বিতীয় ম্যাচে প্রোটিয়াদের বিপক্ষে জয়ের গতি ধরে রাখাটা টাইগারদের জন্য গুরুত্বপূর্ণ হবে।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/448028197_1016736296472296_4145543016553482151_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8L8Yq5B1VRwQ7kNvgG-vduV&_nc_ht=scontent.fird1-1.fna&oh=00_AYBrFei1FrCu_2aq04hpd-KDt8woSBRllRnRn3Y6QQtauw&oe=666F6038'],[],m
"স্ট্যাম্পে লাথি মারার সময় কি ভাবছিলেন সাকিব? জানতে হলে অপেক্ষা করুন। খুব শীঘ্রই আসছে অলিম্পিক এনার্জি প্লাসের সৌজন্যে সাকিব আল হাসানের এক্সক্লুসিভ ইন্টারভিউ 'সাকিব আল হাসান বিশ্বকাপ স্পেশাল' শুধুমাত্র Bongo-তে।
#ExclusiveInterview #ShakibAlHasan #SAH75 #Cricket  #Bangladesh #worldcup #bongo",[],['https://www.facebook.com/watch.bongo/videos/1176062287163210/?__cft__[0]=AZVafRZ0H1XKMRug6c9bVRs91LZUs9CYcOsdD9VDN0jzSWeLcWV9b_-irsJ0D8VVu7xoL-yyrMcxffTI1M8WOJv9GMRk3yzi1XbPxCvXnUkjCms7jz98o8UIXf5HUJikQvy5b79DbbkeiFXuqd1UL6fCctcADEIdZnfMEsp2QHs4xXlzCoZLtvOemxzEgOzJeQrZGuZCghmSJeth232EwASv&__tn__=%2B%3FFH-R'],m
"The triumphant Tigers begin their T20 World Cup campaign in style, defeating the Lankans by 2 wickets and sealing their first win of the tournament.
বিজয়ী টাইগাররা শৈলীতে তাদের টি-টোয়েন্টি বিশ্বকাপ যাত্রা শুরু করলো, লঙ্কানদের ২ উইকেটের জয়ের ম্যাধমে এবং টুর্নামেন্টে তাদের প্রথম জয় নিশ্চিত করে।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447995167_1015915369887722_6825570171894045812_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=jf1WQsuyoDYQ7kNvgG8elex&_nc_ht=scontent.fird1-1.fna&oh=00_AYBasfrfCNyFP6ZPZQwcen4QRROtJplKLVyem8A8iHD7aw&oe=666F6276'],[],m
"শ্রীলঙ্কার খেলোয়াড় অ্যাঞ্জেলো ম্যাথিউজের সাথে সেই 'টাইম আউট' বিতর্ক নিয়ে এবার মুখ খুলবেন সাকিব আল হাসান। দেখতে চোখ রাখুন Bongo-তে। খুব শীঘ্রই আসছে  অলিম্পিক এনার্জি প্লাস বিস্কুটের সৌজন্যে এক্সক্লুসিভ ইন্টারভিউ 'সাকিব আল হাসান বিশ্বকাপ স্পেশাল'।
Stay tuned as Shakib Al Hasan finally speaks out about the 'time out' controversy with Sri Lankan player Angelo Mathews. Watch this exclusive interview, ""Shakib Al Hasan World Cup Special,"" coming soon on Bongo, presented by Olymp… See more",[],['https://www.facebook.com/watch.bongo/videos/983199950475151/?__cft__[0]=AZVoQEr0_X2PR7rEPP8HrVrDf8VwTJ938RNAcQgxqzRuxxKYE7ni6hwjRatwdy340pDYabNi0rzMVAJGsck1Ln15qQQklJlP8OseUO4JF8R1_mqRHao5MEezbm5zhjeU7NL1TBTyCWv6nuMMcOLkmCVWg1_IMXgdNGLEYWxaxjpobUEXySbQ7yjK4ogQTrY4gL0noFwHYE7QyUkkOhWR2Y5U&__tn__=%2B%3FFH-R'],m
"Step Footwear presents SAH75 নিয়ে এলো প্রিমিয়াম কোয়ালিটির অ্যাকটিভ ওয়্যার এবং এক্সেসোরির। শপিং'এর বাজারে এবার হবে ছক্কা। তাই শপিংয়ের আনন্দে মেতে উঠুন SAH75 এর সাথে।  স্টেপের নির্ধারিত শোরুমগুলোতে পেয়ে যাচ্ছেন SAH75।
বিস্তারিত জানতে চোখ রাখুন স্টেপের ফেইসবুক পেইজে
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1149874246308817/?__cft__[0]=AZVUyfEPaS7Vde6PXHtLU9Xdzhdg2eUWIb375Rx11LJqyZsitXOXy-pqPChVnFtCqAZtsNo6nB9qy_jbBqSWLmAnYkLCKXPEJQaU-nsf7WfMuwNuGVdH5wMYITcFMrdsEHkqE9Iuhq1-RA7tLQn9-LvbPqoYcABB9HzhHdGQPmJ5685NLxkycmHPItWwV4VV1yDHaDY6W-7J3GsGRhkdPgWpmYL9z8j7fHsxWZEijRtdvQ&__tn__=%2B%3FFH-R'],m
"Through unity and determination, the Tigers are prepared to make their mark on the T20 World Cup. Their first challange comes against Sri Lanka in the group stage, where they are eager to start their journey with a win.
দলীয় ঐক্য এবং সংকল্পের মাধ্যমে টাইগাররা টি-টোয়েন্টি বিশ্বকাপে তাদের ছাপ ফেলতে প্রস্তুত। গ্রুপ পর্বে তাদের প্রথম প্রতিপক্ষ শ্রীলংকার বিপক্ষে জয় দিয়ে তাদের যাত্রা শুরু করতে আগ্রহী।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447969067_1015461753266417_7355443175370675303_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=RtT-137WzecQ7kNvgGspPUw&_nc_ht=scontent.fird1-1.fna&oh=00_AYALNEhoW-BAPKh4G-n0athuUJg2Hm4lTwpG9Mp5wurAfQ&oe=666F6E87'],[],m
"আমি, সাকিব আল হাসান দল বানাবো আপনার সাথে। কে কে থাকতে চান আমার দলে?
আমার সাথে দল বানিয়ে, জিতে নিতে পারেন স্মার্টফোন বা Hisense-এর এসি। দল বানাতে-
 কমেন্টে দেওয়া লিংকে ক্লিক করুন
 আমাকে সিলেক্ট করুন
 নিজের নগদ নাম্বার দিন
এছ… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/981276363409506/?__cft__[0]=AZXYPuxVN9TU_wkCfvMnezYF1aVtCEmswhU6FudJuTYjGtS-lciDpi3EcoAdCdXnOFfo_3MHZ00aUEhm7lKkfIsiQk5zOJPEbleaEB-X3SJY5xYWxqgvPr4ODYQfiNObGTkklttU5SnntVJZX9xSkMnBc-_NO5ZDZIMMcdahU8DEfiL4Gzns-z71UheM94qJbeU8yetEDGPToWFj_apQSY79fwdJbYx6qpOjs84e_VhIww&__tn__=%2B%3FFH-R'],m
https://fb.watch/stCyvPiLng/,[],['https://www.facebook.com/RemitChoice/videos/993231055490124/?__cft__[0]=AZVjq5zv9fuYtDsVGxQiTmKeYBR7wkejdjGmNtY4iBgfLemwnvRPc3fZYoUG0hCzIh7unFhDp8zZGYvWsFK6oKYW7OpK2Jdllp_MJcIJsBsaKtrH4UoDhFrwg_aU2Y0U1uy7iH1_kbSc6aDDm4uTZ5mCX13D6AwPjCV07SVO9KaFRharPQf3IJHy46bV6zuFNlHuFJUbpZ6H_GFWaTDLs824R0ySUSF4QdO93nBFWP1PnkRp3UHhZpQqNPZ2FFajWFA&__tn__=%2B%3FFH-y-R'],m
"জিতে নিন সাকিবের অটোগ্রাফ।
[বিঃদ্রঃ ভাগ্যবান ৩ জন বিজয়ী পাবেন সাকিব আল হাসানের করা অটোগ্রাফ ব্যাট/বল।]
বিস্তারিত: চোখ রাখুন স্টেপ ফুটওয়ারের ফেইসবুক পেইজে
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/447188157_1010959167050009_1923713804818454923_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zh8Ky6IfdEsQ7kNvgGeDMi0&_nc_ht=scontent.fird1-1.fna&oh=00_AYAdAHABhMxqtfBa4_bRslFs4if_JNKAVRWiom86Ial2gw&oe=666F56CA'],[],m
"With his wicket-taking during the 3rd T20I against the USA, Shakib Al Hasan became the first player in the history of international cricket to achieve the double milestone of 14,000+ runs and 700 wickets.
মার্কিন যুক্তরাষ্ট্রর বিরুদ্ধে ৩য় টিটোয়েন্টিতে তার উইকেট নেওয়ার মাধ্যমে, সাকিব আল হাসান আন্তর্জাতিক ক্রিকেটের ইতিহাসে প্রথম খেলোয়াড় হিসেবে ১৪,০০০+ রান এবং ৭০০ উইকেটের ডাবল মাইলফলক অর্জন করলেন।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/445204240_1008356787310247_2563881721996992496_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sE4HhsOlJ6gQ7kNvgEBpXnh&_nc_ht=scontent.fird1-1.fna&oh=00_AYDdN3D23DQycTPD6S1o5NzZ5gQ63WksbWJRUZvMNt44WA&oe=666F5EE7'],[],m
"গলি ক্রিকেটে নাকি ছক্কা মেরে আমার বল তক্তা বানায় ফেলতেন জায়েদ ভাই! আর এখন এসেছেন রিচার্জ অফারের আরেক গল্প বলতে। কিভাবে ঠেকালাম দেখে নিন সেটা।
মেগা অফারের বিস্তারিত
 https://nagad.io/q4x",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/3661382977442560/?__cft__[0]=AZWSLmKl9xBub1BUI80bdSl6LauxOgnNfUo0PIzrduIZapgLCkwZanNnX3I351VV7QWky3W6wLyfCVv1BVAlcj19zKTeieaBAfLwRJ_JaS177OGQt1LWmipFiZYcGkiVw6OgsF9E67keS6qYRuEYNwgSnJKniKFG0skRK5aio4RzgS2VKJGx_4-noiaKbyGLXdeY3hoJPbIcykO7laOpNayEcJjW8-1dwulOe4AIDlivPQ&__tn__=%2B%3FFH-R'],m
"With the first match going to the hosts, the Tigers are eager to come back much stronger when they take on the USA in the second T20I of the series.
প্রথম ম্যাচটি স্বাগতিকদের পক্ষে যাওয়ার পর টাইগাররা এখন সিরিজের দ্বিতীয় টি-টোয়েন্টিতে মার্কিন যুক্তরাষ্ট্রের বিপক্ষে আরও শক্তিশালী হয়ে ফিরে আসতে অধীর।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/444924094_1006653097480616_3880136396461685614_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3NwyLmZaTFkQ7kNvgFdfiF0&_nc_ht=scontent.fird1-1.fna&oh=00_AYDxV3NQPDyxKPKpj1Ffsh8iDgUCvfnuQOwA3E3GDMgDmA&oe=666F4ACB'],[],m
"বহুদিন পর সিএনজিতে চড়লাম। সিএনজি'র চালক আকিজ ভাইকে সারপ্রাইজ দিয়ে, সবশেষে তাঁর হাতেই তুলে দিলাম জমির দলিল। ৩ জনের দল খুলে, নগদ লেনদেনে আকিজ ভাই ও তাঁর ২ বন্ধু মিলে জিতে নিয়েছেন জমি। বিজয়ীদের আমার পক্ষ থেকে অভিনন্দন।
আকিজ ভাইয়ের মতো, আপনিও জিতে নিতে পারেন ঢাকায় জমি। থাকছে ১০০% পর্যন্ত ক্যাশব্যাক আর গাড়িসহ ২০ কোটি টাকার পুরস্কার। 
মেগা অফারের বিস্তারিত
 https://nagad.io/q4x",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1071284643965295/?__cft__[0]=AZX86Ul5iDkm1gDHNtEargHROsJsp2idC3YwtHRUZ3kEuSatXwbDIooKR-CtldeaY-eL-hKj5jj77r1fOZk0eX8kPL-YUdR_nFLLQymrBeEAtcdcZfCsyRO8zNjLnf3J-MxVRejAH7WKiM5GOMw2s2_b9Fa7a7xrt38KXhBRGkHkd-APr3IXT0zm37fSQMCR7kNJk2VDoJcoRCPTIK5o3_-PV6eSPH1b0ppdrwdXWnnfyQ&__tn__=%2B%3FFH-R'],m
"#RemitChoiceLimited
#SAH75",[],['https://www.facebook.com/RemitChoice/videos/1764148247328958/?__cft__[0]=AZWp4Pkw2koQ3e7rXryU8gYTrBy8yFwQc-EXdRpQdH2d-f4Gv35rc6L1Jp-N9nsdCjwvAdL5CV19CZkpCR8bVojvb-6xV5Th57R4BMqz76hWMrZlci7gs8FzD7OvI_OooofA6AmNx6k4fzLLASOycugfGc-GkXE7BQ3gtloRQqys2Q_1O02Ba4c7BN1OIPWA6it7L_gdrXaRMkYZmEgoSDHhOXfmzmIeDhL_hMHld4iqqS6bYI5ViltiQUribZIERPI&__tn__=%2B%3FFH-y-R'],m
"The Tigers are all geared up for the inaugural T20I series against the USA at Houston!
টাইগাররা হিউস্টনে মার্কিন যুক্তরাষ্ট্রের বিরুদ্ধে উদ্বোধনী টি-টোয়েন্টি সিরিজের জন্য প্রস্তুত!
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/444500369_1005762370903022_6657091585862434745_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=PkmlTxPtx0kQ7kNvgGDuu_E&_nc_ht=scontent.fird1-1.fna&oh=00_AYDhsrUamADRUUpwt87aYF7mD6Rg8rbQUkNH07vgRV3whQ&oe=666F47D7'],[],m
https://www.instagram.com/p/C7EkyyhBSSP/?igsh=MTFzNTQweWtwZDRzOQ==,[],[],m
